2.456927909197552130e+06,1.705580995016529183e-02,8.812052146084664583e-01
2.456994610775766894e+06,7.735590472554784713e-02,9.158285391569156442e-01
2.457022854025911074e+06,-2.386169638542195992e-01,1.028253165280756498e+00
2.457022928030478768e+06,1.996052736488733090e-02,8.822253904605974473e-01
2.457063410429722164e+06,4.684894638795723543e-01,8.830712010674028889e-01
2.457063586589063052e+06,8.400336850901805874e-02,9.556869111627455116e-01
2.457090336293927860e+06,-4.505283457838817895e-01,9.225154215014055303e-01
2.457090410302293021e+06,-1.919375859284353503e-01,1.005676384662413270e+00
2.457125395881207194e+06,5.029024372336758641e-02,9.125414992845827244e-01
2.457125572046230081e+06,-3.341759983178654858e-01,1.020894249388533126e+00
2.457184121785763185e+06,2.429904087530498913e-01,1.025185249382873476e+00
2.457225501106046140e+06,-1.745714994215259441e-01,9.970077532557786171e-01
2.457225575113277882e+06,8.401530018121042276e-02,9.544602579031030709e-01
2.457242753611511085e+06,1.069721861040246746e-01,9.742214356867040514e-01
2.457242827534200158e+06,3.652635873006326306e-01,9.845763689830339116e-01
2.457283953177930787e+06,6.133684347514853363e-02,8.937870887543684084e-01
2.457306199323649053e+06,-2.089671610653082157e-01,1.008462791251844903e+00
2.457306273327585775e+06,4.960812549380615166e-02,9.284091205014426418e-01
2.457340671276339795e+06,2.386122513672836731e-01,1.019550012366219782e+00
2.457340745279757772e+06,4.971857253867435489e-01,8.867041303732592361e-01
2.457373654535328969e+06,4.845845935780888625e-01,8.760306175202253742e-01
2.457373728539940901e+06,-2.568377606325463747e-01,1.038170543269614443e+00
2.457400901696851011e+06,-3.117963764259482629e-01,1.026322974787498454e+00
2.457441634541361127e+06,1.180704230147682811e-02,8.589549114639238869e-01
2.457441708521997090e+06,2.703009142652318952e-01,1.028993407113217851e+00
2.457469881851274986e+06,-2.899806875605150935e-01,1.035419869248397795e+00
2.457469955832768232e+06,-3.148382018786965997e-02,8.493894596547534315e-01
2.457502619187899865e+06,9.672053158992444111e-02,9.731711438396329905e-01
2.457538916265352163e+06,-7.857771460028706301e-02,8.955095779932059630e-01
2.457560915459958836e+06,-2.117473621565509889e-01,1.017717436761958361e+00
2.457602791462210007e+06,1.061346526198184426e-01,9.688045718017620489e-01
2.457602865469587035e+06,3.647219598638225535e-01,9.755380361258602084e-01
2.457620293808307033e+06,2.606401817346218341e-01,1.014718246045847705e+00
2.457660496313862968e+06,-2.688003472431115259e-01,1.031075533247674647e+00
2.457660570317986887e+06,-1.022440660774848187e-02,8.463922695842603927e-01
2.457684739833347965e+06,4.398688889549358660e-01,8.910697914376760620e-01
2.457752949573277030e+06,-2.302012543681173362e-01,1.017774253987741462e+00
2.457779199361889157e+06,4.885222767134466682e-01,8.733367365844263430e-01
2.457779273369289935e+06,-2.528903330627266799e-01,1.034311817084238250e+00
2.457819506638457067e+06,3.251594950032160036e-01,9.811660901379489763e-01
2.457819682800048962e+06,-5.931873518179997529e-02,8.855500258868366226e-01
2.457849176313492935e+06,-6.778179550826157751e-03,8.442558705455217583e-01
2.457849250323111191e+06,2.518169587105539842e-01,1.023883338674211663e+00
2.457879665927559137e+06,-4.737875932793389477e-01,9.087704446412917525e-01
2.457937708203124814e+06,3.302617796614144563e-01,9.855668304304304739e-01
2.457937884364510886e+06,-5.421716968206402587e-02,8.662997198297287538e-01
2.457980082245056052e+06,3.883316640845115297e-01,9.466813974872617665e-01
2.457998083750191145e+06,2.869361833658147232e-01,1.013612277638380466e+00
2.458037040143221151e+06,4.034853443212130242e-01,9.545440002066748475e-01
2.458037114175227936e+06,-3.378412902234686488e-01,1.024657177449499912e+00
2.458063280719789211e+06,9.002130484804084232e-02,9.594410999880546020e-01
2.458094514058719855e+06,2.216421594571364173e-01,1.024774591869749507e+00
2.458094588062589988e+06,4.802172133473363580e-01,8.754235418954009473e-01
2.458132069729839917e+06,4.439642658477769843e-01,8.824943249740208051e-01
2.458132245884877164e+06,5.946313323172307264e-02,9.576922868317349069e-01
2.458157996916905046e+06,3.549387788052914966e-02,8.740470498197748794e-01
2.458158070952787064e+06,2.941807836904296036e-01,1.019471717997557647e+00
2.458197054670783225e+06,-4.937945811209029090e-01,8.996647712979509715e-01
2.458197230834112037e+06,1.217332576105184666e-01,9.824736509636833315e-01
2.458228469966738950e+06,2.735977200523267427e-01,1.016922919097685396e+00
2.458228543977107853e+06,-4.678045188730767245e-01,9.071628172009559288e-01
2.458256712140215095e+06,-4.613710712139351688e-02,8.692860941363154126e-01
